Name,ISIN,Stock Market,Regulator 
LEEDS GROUP PLC,GB0005100606,LSE,FCA 
LEGAL & GENERAL GROUP PLC,GB0005603997,LSE,FCA 
LEKOIL LIMITED,KYG5462G1073,LSE,FCA 
LIDCO GROUP PLC,GB0030546849,LSE,FCA 
LIDCO GROUP PLC,GB00BMHX6F22,LSE,FCA 
LIFE SETTLEMENT ASSETS PLC,GB00BF1Q4B05,LSE,FCA 
LIFE SETTLEMENT ASSETS PLC,GB00BF1Q4C12,LSE,FCA 
LIMITLESS EARTH PLC,GB00BKXP5L71,LSE,FCA 
LINDSELL TRAIN INVESTMENT TRUST PLC,GB0031977944,LSE,FCA 
LIONTRUST ASSET MANAGEMENT PLC,GB0007388407,LSE,FCA 
LITIGATION CAPITAL MANAGEMENT LIMITED,AU000000LCA6,LSE,FCA 
LIVE COMPANY GROUP PLC,GB00BGSGT481,LSE,FCA 
LIVERMORE INVESTMENTS GROUP LIMITED,VGG550931015,LSE,FCA 
LLOYDS BANKING GROUP PLC,GB0008706128,LSE,FCA 
LMS CAPITAL PLC,GB00B12MHD28,LSE,FCA 
LOCATION SCIENCES GROUP PLC,GB00BGT36S19,LSE,FCA 
LOK'N STORE GROUP PLC,GB0007276115,LSE,FCA 
LONDON & ASSOCIATED PROPERTIES PLC,GB0005234223,LSE,FCA 
LONDON FINANCE & INVESTMENT GROUP PLC,GB0002994001,LSE,FCA 
LONDONMETRIC PROPERTY PLC,GB00B4WFW713,LSE,FCA 
LONDON SECURITY PLC,GB0005314363,LSE,FCA 
LONDON STOCK EXCHANGE GROUP PLC,GB00B0SWJX34,LSE,FCA 
LONGBOAT ENERGY PLC,GB00BKFW2482,LSE,FCA 
LOOKERS PLC,GB00B17MMZ46,LSE,FCA 
LOOPUP GROUP PLC,GB00BYQP6S60,LSE,FCA 
LOUNGERS PLC,GB00BH4JR002,LSE,FCA 
LOWLAND INVESTMENT COMPANY PLC,GB0005368062,LSE,FCA 
LPA GROUP PLC,GB0007320806,LSE,FCA 
LSL PROPERTY SERVICES PLC,GB00B1G5HX72,LSE,FCA 
LUCECO PLC,GB00BZC0LP49,LSE,FCA 
LXI REIT PLC,GB00BYQ46T41,LSE,FCA 
MACAU PROPERTY OPPORTUNITIES FUND LIMITED,GG00BGDYFV61,LSE,FCA 
MACFARLANE GROUP PLC,GB0005518872,LSE,FCA 
MAESTRANO GROUP PLC,GB00BYZQM590,LSE,FCA 
MAINTEL HOLDINGS PLC,GB00B046YG73,LSE,FCA 
MAJEDIE INVESTMENTS PLC,GB0005555221,LSE,FCA 
MALVERN INTERNATIONAL PLC,GB00B04XB679,LSE,FCA 
MANCHESTER & LONDON INVESTMENT TRUST PLC,GB0002258472,LSE,FCA 
MANDARIN ORIENTAL INTERNATIONAL LD,BMG578481068,LSE,FCA 
MANDARIN ORIENTAL INTERNATIONAL LD,BMG578481068,LSE,FCA 
MANDARIN ORIENTAL INTERNATIONAL LD,BMG578481068,LSE,FCA 
MAN GROUP PLC,JE00BJ1DLW90,LSE,FCA 
MANOLETE PARTNERS PLC,GB00BYWQCY12,LSE,FCA 
MANX FINANCIAL GROUP PLC,IM00B28ZPX83,LSE,FCA 
MARBLE POINT LOAN FINANCING LIMITED,GG00BF1Q4G54,LSE,FCA 
MARBLE POINT LOAN FINANCING LIMITED,GG00BF1Q4G54,LSE,FCA 
MARECHALE CAPITAL PLC,GB0005401087,LSE,FCA 
MARKS AND SPENCER GROUP PLC,GB0031274896,LSE,FCA 
MARLOWE PLC,GB00BD8SLV43,LSE,FCA 
MARSHALL MOTOR HOLDINGS PLC,GB00BVYB2Q58,LSE,FCA 
MARSHALLS PLC,GB00B012BV22,LSE,FCA 
MARSH & MCLENNAN COS. INC,US5717481023,LSE,FCA 
MARSTON'S PLC,GB0009772459,LSE,FCA 
MARSTON'S PLC,GB00B1JQDM80,LSE,FCA 
MARTIN CURRIE GLOBAL PORTFOLIO TRUST PLC,GB0005372411,LSE,FCA 
MARUWA CO. LTD,JP3879250003,LSE,FCA 
MARWYN VALUE INVESTORS LIMITED,KYG5897M1740,LSE,FCA 
MARWYN VALUE INVESTORS LIMITED,KYG5897M3076,LSE,FCA 
MATTIOLI WOODS PLC,GB00B0MT3Y97,LSE,FCA 
MAVEN INCOME AND GROWTH VCT 3 PLC,GB0031153769,LSE,FCA 
MAVEN INCOME AND GROWTH VCT 5 PLC,GB0002057536,LSE,FCA 
MAVEN INCOME & GROWTH VCT 4 PLC,GB00B043QW84,LSE,FCA 
MAVEN INCOME & GROWTH VCT PLC,GB0004122858,LSE,FCA 
MAXCYTE INC,USU575803072,LSE,FCA 
MAXCYTE INC,US57777K1060,LSE,FCA 
MCBRIDE PLC,GB0005746358,LSE,FCA 
MCCARTHY & STONE PLC,GB00BYNVD082,LSE,FCA 
MCCOLL'S RETAIL GROUP PLC,GB00BJ3VW957,LSE,FCA 
MCKAY SECURITIES PLC,GB0005522007,LSE,FCA 
MC MINING LIMITED,AU000000MCM9,LSE,FCA 
M&C SAATCHI PLC,GB00B01F7T14,LSE,FCA 
MEARS GROUP PLC,GB0005630420,LSE,FCA 
MEDIA AND INCOME TRUST PLC,GB0009216283,LSE,FCA 
MEDIA AND INCOME TRUST PLC,GB0030358831,LSE,FCA 
MEDIAZEST PLC,GB00B064NT52,LSE,FCA 
MEDICA GROUP PLC,GB00BYV24996,LSE,FCA 
MEDICLINIC INTERNATIONAL PLC,GB00B8HX8Z88,LSE,FCA 
MEGGITT PLC,GB0005758098,LSE,FCA 
MEIKLES LIMITED,ZW0009012114,LSE,FCA 
MELODYVR GROUP PLC,GB00BD2YHN21,LSE,FCA 
MELROSE INDUSTRIES PLC,GB00BZ1G4322,LSE,FCA 
MENA LAND PLC,GB00BFZN8V50,LSE,FCA 
MENHADEN PLC,GB00BZ0XWD04,LSE,FCA 
MENZIES(JOHN) PLC,GB0005790273,LSE,FCA 
MENZIES(JOHN) PLC,GB0005790059,LSE,FCA 
MERCANTILE INVESTMENT TRUST (THE) PLC,GB00BF4JDH58,LSE,FCA 
MERCANTILE PORTS & LOGISTICS LIMITED,GG00B53M7D91,LSE,FCA 
MERCHANTS TRUST PLC,GB0005800296,LSE,FCA 
MERCHANTS TRUST PLC,GB0005800072,LSE,FCA 
MERCIA ASSET MANAGEMENT PLC,GB00BSL71W47,LSE,FCA 
MEREO BIOPHARMA GROUP PLC,GB00BZ4G2K23,LSE,FCA 
MERIAN CHRYSALIS INVESTMENT COMPANY LIMITED,GG00BGJYPP46,LSE,FCA 
METALNRG PLC,GB00B15FS791,LSE,FCA 
METALS EXPLORATION PLC,GB00B0394F60,LSE,FCA 
METAL TIGER PLC,GB00BMQC0691,LSE,FCA 
METRO BANK PLC,GB00BZ6STL67,LSE,FCA 
M&G CREDIT INCOME INVESTMENT TRUST PLC,GB00BFYYL325,LSE,FCA 
M&G PLC,GB00BKFB1C65,LSE,FCA 
MICHELMERSH BRICK HOLDINGS PLC,GB00B013H060,LSE,FCA 
MICRO FOCUS INTERNATIONAL PLC,GB00BJ1F4N75,LSE,FCA 
MICROSAIC SYSTEMS PLC,GB00B547ZY09,LSE,FCA 
MIDATECH PHARMA PLC,GB00BKT14T00,LSE,FCA 
MIDDLEFIELD CANADIAN INCOME PCC,GB00B15PV034,LSE,FCA 
MIDWICH GROUP PLC,GB00BYSXWW41,LSE,FCA 
MID-WYND INTERNATIONAL INVESTMENT TRUST PLC,GB00B6VTTK07,LSE,FCA 
MILA RESOURCES PLC,GB00BD4FCK53,LSE,FCA 
MINCON GROUP PLC,IE00BD64C665,LSE,FCA 
MIND GYM PLC,GB00BF3SQB83,LSE,FCA 
MINDS + MACHINES GROUP LIMITED,VGG614091012,LSE,FCA 
MINERAL & FINANCIAL INVESTMENTS LIMITED,KYG6181G1055,LSE,FCA 
"MINING, MINERALS & METALS PLC",GB00BF7L9148,LSE,FCA 
MINOAN GROUP PLC,GB0008497975,LSE,FCA 
MIRADA PLC,GB00BK77QQ18,LSE,FCA 
MIRRIAD ADVERTISING PLC,GB00BF52QY14,LSE,FCA 
MITCHELLS & BUTLERS PLC,GB00B1FP6H53,LSE,FCA 
MITIE GROUP PLC,GB0004657408,LSE,FCA 
MITON GLOBAL OPPORTUNITIES PLC,GB0034365949,LSE,FCA 
MITON UK MICROCAP TRUST PLC,GB00BWFGQ085,LSE,FCA 
MITSUBISHI ELECTRIC CORPORATION,JP3902400005,LSE,FCA 
MJ GLEESON PLC,GB00BRKD9Z53,LSE,FCA 
MJ HUDSON GROUP PLC,JE00BJTLYP93,LSE,FCA 
MKANGO RESOURCES LTD,CA60686A4090,LSE,FCA 
MOBEUS INCOME & GROWTH 2 VCT PLC,GB00B0LKLZ05,LSE,FCA 
MOBEUS INCOME & GROWTH 4 VCT PLC,GB00B1FMDH51,LSE,FCA 
MOBEUS INCOME & GROWTH VCT PLC,GB00B01WL239,LSE,FCA 
MOBILE STREAMS PLC,GB00B0WJ3L68,LSE,FCA 
MOBILE TORNADO GROUP PLC,GB00B01RQV23,LSE,FCA 
MOBILITYONE LIMITED,JE00B1Z48326,LSE,FCA 
MOBIUS INVESTMENT TRUST PLC,GB00BFZ7R980,LSE,FCA 
MODE GLOBAL HOLDINGS PLC,GB00BKX8NT01,LSE,FCA 
MODERN WATER PLC,GB00B1XF5X66,LSE,FCA 
MONDI PLC,GB00B1CRLC47,LSE,FCA 
MONEYSUPERMARKET.COM GROUP PLC,GB00B1ZBKY84,LSE,FCA 
MONKS INVESTMENT TRUST PLC,GB0030517261,LSE,FCA 
MONTANARO EUROPEAN SMALLER C. TST PLC,GB0004543517,LSE,FCA 
MONTANARO UK SMALLER COMPANIES INVESTMENT TRUST PLC,GB00BZ1H9L86,LSE,FCA 
MORGAN ADVANCED MATERIALS PLC,GB0006026446,LSE,FCA 
MORGAN ADVANCED MATERIALS PLC,GB0006026669,LSE,FCA 
MORGAN ADVANCED MATERIALS PLC,GB0006027295,LSE,FCA 
MORGAN SINDALL GROUP PLC,GB0008085614,LSE,FCA 
MORRISON (WM) SUPERMARKETS PLC,GB0006043169,LSE,FCA 
MORSES CLUB PLC,GB00BZ6C4F71,LSE,FCA 
MORTGAGE ADVICE BUREAU (HOLDINGS) PLC,GB00BQSBH502,LSE,FCA 
MOSMAN OIL AND GAS LIMITED,AU0000XINET1,LSE,FCA 
MOTHERCARE PLC,GB0009067447,LSE,FCA 
MOTIF BIO PLC,GB00BVVT4H71,LSE,FCA 
MOTORPOINT GROUP PLC,GB00BD0SFR60,LSE,FCA 
MOUNTFIELD GROUP PLC,GB00B3CQW227,LSE,FCA 
MOUNTVIEW ESTATES PLC,GB0006081037,LSE,FCA 
MPAC GROUP PLC,GB0005991111,LSE,FCA 
M.P. EVANS GROUP PLC,GB0007538100,LSE,FCA 
MS INTERNATIONAL PLC,GB0005957005,LSE,FCA 
MTI WIRELESS EDGE LTD.,IL0010958762,LSE,FCA 
MULBERRY GROUP PLC,GB0006094303,LSE,FCA 
MURRAY INCOME TRUST PLC,GB0006111123,LSE,FCA 
MURRAY INTERNATIONAL TRUST PLC,GB0006111909,LSE,FCA 
MUSEDIA CORPORATION,US68389V1098,LSE,FCA 
MUSTANG ENERGY PLC,GB00BJ9MHH56,LSE,FCA 
M WINKWORTH PLC,GB00B4TT7L53,LSE,FCA 
MYANMAR INVESTMENTS INTERNATIONAL LIMITED,VGG636111004,LSE,FCA 
MYANMAR STRATEGIC HOLDINGS LIMITED,SG9999015747,LSE,FCA 
MYCELX TECHNOLOGIES CORPORATION,US62847T2024,LSE,FCA 
MYSALE GROUP PLC,JE00BMH4MR96,LSE,FCA 
N4 PHARMA PLC,GB00BYW8QM32,LSE,FCA 
NAHL GROUP PLC,GB00BM7S2W63,LSE,FCA 
NAKAMA GROUP PLC,GB0004251970,LSE,FCA 
NAKED WINES PLC,GB00B021F836,LSE,FCA 
NANOCO GROUP PLC,GB00B01JLR99,LSE,FCA 
NATIONAL EXPRESS GROUP PLC,GB0006215205,LSE,FCA 
NATIONAL GRID PLC,GB00BDR05C01,LSE,FCA 
NATIONAL WORLD PLC,GB00BJN5J635,LSE,FCA 
NATIONWIDE BUILDING SOCIETY,GB00BBQ33664,LSE,FCA 
NATWEST GROUP PLC,GB00B7T77214,LSE,FCA 
NB DISTRESSED DEBT INVESTMENT FUND LIMITED,GG00BDFZ6F78,LSE,FCA 
NB DISTRESSED DEBT INVESTMENT FUND LIMITED,GG00BMY71748,LSE,FCA 
NB DISTRESSED DEBT INVESTMENT FUND LIMITED,GG00BMY71631,LSE,FCA 
NB GLOBAL MONTHLY INCOME FUND LIMITED,GG00B3KX4Q34,LSE,FCA 
NB PRIVATE EQUITY PARTNERS LIMITED,GG00B1ZBD492,LSE,FCA 
NB PRIVATE EQUITY PARTNERS LIMITED,GG00BD0FRW63,LSE,FCA 
NB PRIVATE EQUITY PARTNERS LIMITED,GG00BD96PR19,LSE,FCA 
NB PRIVATE EQUITY PARTNERS LIMITED,GG00B1ZBD492,LSE,FCA 
NCC GROUP PLC,GB00B01QGK86,LSE,FCA 
NCONDEZI ENERGY LIMITED,VGG640631039,LSE,FCA 
NETCALL PLC,GB0000060532,LSE,FCA 
NETSCIENTIFIC PLC,GB00BN4R5Q82,LSE,FCA 
NETWORK INTERNATIONAL HOLDINGS PLC,GB00BH3VJ782,LSE,FCA 
NEW CENTURY AIM VCT 2 PLC,GB00B1SN3863,LSE,FCA 
NEW CENTURY AIM VCT PLC,GB00B06JWZ91,LSE,FCA 
NEWMARK SECURITY PLC,GB0006596406,LSE,FCA 
NEWRIVER REIT PLC,GB00BD7XPJ64,LSE,FCA 
NEW STAR INVESTMENT TRUST PLC,GB0002631041,LSE,FCA 
NEXTENERGY SOLAR FUND LIMITED,GG00BJ0JVY01,LSE,FCA 
NEXT FIFTEEN COMMUNICATIONS GROUP PLC,GB0030026057,LSE,FCA 
NEXT PLC,GB0032089863,LSE,FCA 
NEXUS INFRASTRUCTURE PLC,GB00BZ77SW60,LSE,FCA 
NICHOLS PLC,GB0006389398,LSE,FCA 
NINETY ONE PLC,GB00BJHPLV88,LSE,FCA 
NIPPON ACTIVE VALUE FUND PLC,GB00BKLGLS10,LSE,FCA 
NMBZ HOLDINGS LD,ZW0009011389,LSE,FCA 
NMBZ HOLDINGS LD,ZW0009011389,LSE,FCA 
NMCN PLC,GB0006452857,LSE,FCA 
NON-STANDARD FINANCE PLC,GB00BRJ6JV17,LSE,FCA 
NORCROS PLC,GB00BYYJL418,LSE,FCA 
NORISH PLC,IE0006447985,LSE,FCA 
NORMAN BROADBENT PLC,GB00B3VF4Y66,LSE,FCA 
NORTHAMBER PLC,GB00B2Q99X01,LSE,FCA 
NORTH AMERICAN INCOME TRUST (THE) PLC,GB00BJ00Z303,LSE,FCA 
NORTH ATLANTIC SMALLER COMPANIES INVESTMENT TRUST PLC,GB0006439003,LSE,FCA 
NORTHBRIDGE INDUSTRIAL SERVICES PLC,GB00B0SPFW38,LSE,FCA 
NORTHERN 2 VCT PLC,GB0005356430,LSE,FCA 
NORTHERN 3 VCT PLC,GB0031152027,LSE,FCA 
NORTHERN BEAR PLC,GB00B19FLM15,LSE,FCA 
NORTHERN ELECTRIC PLC,GB0006546898,LSE,FCA 
NORTHERN VENTURE TRUST PLC,GB0006450703,LSE,FCA 
NOSTRA TERRA OIL AND GAS COMPANY PLC,GB00BZ76F335,LSE,FCA 
NOSTRUM OIL & GAS PLC,GB00BGP6Q951,LSE,FCA 
NOVACYT S.A.,FR0010397232,LSE,FCA 
NUCLEUS FINANCIAL GROUP PLC,GB00BG226J60,LSE,FCA 
NUFORMIX PLC,GB00BYW79Y38,LSE,FCA 
NUMIS CORPORATION PLC,GB00B05M6465,LSE,FCA 
NU-OIL AND GAS PLC,GB00B29T9605,LSE,FCA 
NWF GROUP PLC,GB0006523608,LSE,FCA 
OAKLEY CAPITAL INVESTMENTS LIMITED,BMG670131058,LSE,FCA 
OCADO GROUP PLC,GB00B3MBS747,LSE,FCA 
OCEAN OUTDOOR LIMITED,VGG6702A1084,LSE,FCA 
OCEAN WILSONS (HOLDINGS) LD,BMG6699D1074,LSE,FCA 
OCTAGONAL PLC,GB00BWWCHQ23,LSE,FCA 
OCTOPUS AIM VCT 2 PLC,GB00B0JQZZ80,LSE,FCA 
OCTOPUS AIM VCT PLC,GB0034202076,LSE,FCA 
OCTOPUS APOLLO VCT PLC,GB00B17B3479,LSE,FCA 
OCTOPUS RENEWABLES INFRASTRUCTURE TRUST PLC,GB00BJM02935,LSE,FCA 
OCTOPUS TITAN VCT PLC,GB00B28V9347,LSE,FCA 
ODYSSEAN INVESTMENT TRUST PLC,GB00BFFK7H57,LSE,FCA 
OILEX LD,AU000000OEX8,LSE,FCA 
OKYO PHARMA LIMITED,GG00BD3FV870,LSE,FCA 
OLD MUTUAL LIMITED,ZAE000255360,LSE,FCA 
OMEGA DIAGNOSTICS GROUP PLC,GB00B1VCP282,LSE,FCA 
ONCIMMUNE HOLDINGS PLC,GB00BYQ94H38,LSE,FCA 
ONE MEDIA IP GROUP PLC,GB00B1DRDZ07,LSE,FCA 
ONLINE BLOCKCHAIN PLC,GB0006601479,LSE,FCA 
ON THE BEACH GROUP PLC,GB00BYM1K758,LSE,FCA 
ONTHEMARKET PLC,GB00BFN3K335,LSE,FCA 
OPEN ORPHAN PLC,GB00B9275X97,LSE,FCA 
OPG POWER VENTURES PLC,IM00B2R3RX72,LSE,FCA 
OPTIBIOTIX HEALTH PLC,GB00BP0RTP38,LSE,FCA 
ORACLE POWER PLC,GB00B23JN426,LSE,FCA 
ORCHARD FUNDING GROUP PLC,GB00BYZFM569,LSE,FCA 
ORIENT TELECOMS PLC,GB00BYPHCZ29,LSE,FCA 
ORIGIN ENTERPRISES PLC,IE00B1WV4493,LSE,FCA 
ORIGO PARTNERS PLC,IM00B1G3MS12,LSE,FCA 
ORIGO PARTNERS PLC,IM00B3SXFX94,LSE,FCA 
ORIOLE RESOURCES PLC,GB00B0T29327,LSE,FCA 
ORMONDE MINING PLC,IE00BF0MZF04,LSE,FCA 
OROSUR MINING INC,CA6871961059,LSE,FCA 
ORYX INTERNATIONAL GROWTH FUND LTD,GG00B3BTVQ94,LSE,FCA 
OSB GROUP PLC,GB00BLDRH360,LSE,FCA 
OSIRIUM TECHNOLOGIES PLC,GB00BZ58DH10,LSE,FCA 
OTAQ PLC,GB00BK6JQ137,LSE,FCA 
OVOCA BIO PLC,IE00B4XVDC01,LSE,FCA 
OXFORD BIODYNAMICS PLC,GB00BD5H8572,LSE,FCA 
OXFORD BIOMEDICA PLC,GB00BDFBVT43,LSE,FCA 
OXFORD INSTRUMENTS PLC,GB0006650450,LSE,FCA 
OXFORD METRICS PLC,GB0030312788,LSE,FCA 
OXFORD TECHNOLOGY 2 VENTURE CAPITAL TRUST PLC,GB0003105052,LSE,FCA 
OXFORD TECHNOLOGY 3 VENTURE CAPITAL TRUST PLC,GB0031420390,LSE,FCA 
OXFORD TECHNOLOGY 4 VENTURE CAPITAL TRUST PLC,GB00B01H4V84,LSE,FCA 
OXFORD TECHNOLOGY VENTURE CAPITAL TRUST PLC,GB0006640204,LSE,FCA 
PACIFIC ASSETS TRUST PLC,GB0006674385,LSE,FCA 
PACIFIC HORIZON INVESTMENT TRUST PLC,GB0006667470,LSE,FCA 
PAGEGROUP PLC,GB0030232317,LSE,FCA 
PALACE CAPITAL PLC,GB00BF5SGF06,LSE,FCA 
PAN AFRICAN RESOURCES PLC,GB0004300496,LSE,FCA 
PANTHEON INTERNATIONAL PLC,GB0004148507,LSE,FCA 
PANTHEON RESOURCES PLC,GB00B125SX82,LSE,FCA 
PANTHERA RESOURCES PLC,GB00BD2B4L05,LSE,FCA 
PANTHER METALS PLC,IM00BKDM2T52,LSE,FCA 
PANTHER SECURITIES PLC,GB0005132070,LSE,FCA 
PAPILLON HOLDINGS PLC,GB00BYZC5R04,LSE,FCA 
PARAGON BANKING GROUP PLC,GB00B2NGPM57,LSE,FCA 
PARITY GROUP PLC,GB00B1235860,LSE,FCA 
PARKMEAD GROUP (THE) PLC,GB00BGCYZL73,LSE,FCA 
PATHFINDER MINERALS PLC,GB00BYY0JQ23,LSE,FCA 
PATH INVESTMENTS PLC,GB00BYQD5059,LSE,FCA 
PAYPOINT PLC,GB00B02QND93,LSE,FCA 
PCF GROUP PLC,GB0004189378,LSE,FCA 
PCGH ZDP PLC,GB00BDHXP963,LSE,FCA 
PCI-PAL PLC,GB0009737155,LSE,FCA 
PEARSON PLC,GB0006776081,LSE,FCA 
PEBBLE BEACH SYSTEMS GROUP PLC,GB0001482891,LSE,FCA 
PELATRO PLC,GB00BYXH8F66,LSE,FCA 
PEMBRIDGE RESOURCES PLC,GB00BG107324,LSE,FCA 
PEMBROKE VCT PLC,GB00BQVC9S79,LSE,FCA 
PENDRAGON PLC,GB00B1JQBT10,LSE,FCA 
PENNANT INTERNATIONAL GROUP PLC,GB0002570660,LSE,FCA 
PENNON GROUP PLC,GB00B18V8630,LSE,FCA 
PENNPETRO ENERGY PLC,GB00BF2K5076,LSE,FCA 
PENSANA RARE EARTHS PLC,GB00BKM0ZJ18,LSE,FCA 
PERMANENT TSB GROUP HOLDINGS PLC,IE00BWB8X525,LSE,FCA 
PERPETUAL INCOME AND GROWTH INVESTMENT TRUST PLC,GB00BMCMVM64,LSE,FCA 
PERPETUAL INCOME AND GROWTH INVESTMENT TRUST PLC,GB00BMCMVN71,LSE,FCA 
PERSHING SQUARE HOLDINGS LTD,GG00BPFJTF46,LSE,FCA 
PERSHING SQUARE HOLDINGS LTD,GG00BPFJTF46,LSE,FCA 
PERSIMMON PLC,GB0006825383,LSE,FCA 
PERSONAL ASSETS TRUST PLC,GB0006827546,LSE,FCA 
PERSONAL GROUP HOLDINGS PLC,GB0002760279,LSE,FCA 
PETARDS GROUP PLC,GB00B4YL8F73,LSE,FCA 
PETRA DIAMONDS LIMITED,BMG702781094,LSE,FCA 
PETREL RESOURCES PLC,IE0001340177,LSE,FCA 
PETROFAC LIMITED,GB00B0H2K534,LSE,FCA 
PETRO MATAD LIMITED,IM00B292WR19,LSE,FCA 
PETRONEFT RESOURCES PLC,IE00B0Q82B24,LSE,FCA 
PETROPAVLOVSK PLC,GB0031544546,LSE,FCA 
PETROTAL CORPORATION,CA71677J1012,LSE,FCA 
PETS AT HOME GROUP PLC,GB00BJ62K685,LSE,FCA 
PGIT SECURITIES 2020 PLC,GB00BN7CH425,LSE,FCA 
PGIT SECURITIES 2020 PLC,GB00BN7CH532,LSE,FCA 
PHAROS ENERGY PLC,GB00B572ZV91,LSE,FCA 
PHIMEDIX PLC,GB00BLM14N85,LSE,FCA 
PHOENIX COPPER LIMITED,VGG7060R1139,LSE,FCA 
PHOENIX GLOBAL RESOURCES PLC,GB00B7LHJ340,LSE,FCA 
PHOENIX GROUP HOLDINGS PLC,GB00BGXQNP29,LSE,FCA 
PHOENIX SPREE DEUTSCHLAND LIMITED,JE00B248KJ21,LSE,FCA 
PHOTO-ME INTERNATIONAL PLC,GB0008481250,LSE,FCA 
PHSC PLC,GB0033113456,LSE,FCA 
PHYSIOMICS PLC,GB00BDR6W943,LSE,FCA 
PICTON PROPERTY INCOME LD,GB00B0LCW208,LSE,FCA 
PIPEHAWK PLC,GB0003010609,LSE,FCA 
PIRES INVESTMENTS PLC,GB00BD07SH45,LSE,FCA 
PITTARDS PLC,GB00BHB1XR83,LSE,FCA 
PJSC LUKOIL ,RU0009024277,LSE,FCA 
PLANT HEALTH CARE PLC,GB00B01JC540,LSE,FCA 
PLAYTECH PLC,IM00B7S9G985,LSE,FCA 
PLAZA CENTERS N.V.,NL0011882741,LSE,FCA 
PLEXUS HOLDINGS PLC,GB00B0MDF233,LSE,FCA 
PLUS500 LTD,IL0011284465,LSE,FCA 
PLUTUS POWERGEN PLC,GB00B1GDWB47,LSE,FCA 
POLAR CAPITAL GLOBAL FINANCIALS TRUST PLC,GB00B9XQT119,LSE,FCA 
POLAR CAPITAL GLOBAL HEALTHCARE TRUST PLC,GB00B6832P16,LSE,FCA 
POLAR CAPITAL HOLDINGS PLC,GB00B1GCLT25,LSE,FCA 
POLAR CAPITAL TECHNOLOGY TRUST PLC,GB0004220025,LSE,FCA 
POLAREAN IMAGING PLC,GB00BF3DT583,LSE,FCA 
POLYMETAL INTERNATIONAL PLC,JE00B6T5S470,LSE,FCA 
POLYPIPE GROUP PLC,GB00BKRC5K31,LSE,FCA 
PORTMEIRION GROUP PLC,GB0006957293,LSE,FCA 
PORVAIR PLC,GB0006963689,LSE,FCA 
POWERHOUSE ENERGY GROUP PLC,GB00B4WQVY43,LSE,FCA 
POWER METAL RESOURCES PLC,GB00BYWJZ743,LSE,FCA 
PPHE HOTEL GROUP LIMITED,GG00B1Z5FH87,LSE,FCA 
PRAIRIE MINING LIMITED,AU000000PDZ2,LSE,FCA 
PREDATOR OIL & GAS HOLDINGS PLC,JE00BFZ1D698,LSE,FCA 
PREMIER AFRICAN MINERALS LIMITED,VGG7223M1005,LSE,FCA 
PREMIER FOODS PLC,GB00B7N0K053,LSE,FCA 
PREMIER MITON GLOBAL RENEWABLES TRUST PLC,GB0033537902,LSE,FCA 
PREMIER MITON GROUP PLC,GB00BZB2KR63,LSE,FCA 
PREMIER OIL PLC,GB00B43G0577,LSE,FCA 
PRESIDENT ENERGY PLC,GB00B3DDP128,LSE,FCA 
PRESSURE TECHNOLOGIES PLC,GB00B1XFKR57,LSE,FCA 
PRIMARY HEALTH PROPERTIES PLC,GB00BYRJ5J14,LSE,FCA 
PRIME PEOPLE PLC,GB00B4ZG0R74,LSE,FCA 
PRIMORUS INVESTMENTS PLC,GB00BKTCLJ25,LSE,FCA 
PRINCESS PRIVATE EQUITY HOLDING LIMITED,GG00B28C2R28,LSE,FCA 
PRINCESS PRIVATE EQUITY HOLDING LIMITED,GG00B28C2R28,LSE,FCA 
PROACTIS HOLDINGS PLC,GB00B13GSS58,LSE,FCA 
PROPERTY FRANCHISE GROUP PLC (THE),GB00BH0WFH67,LSE,FCA 
PROPHOTONIX LIMITED,US7434651060,LSE,FCA 
PROSPEX ENERGY PLC,GB00BMFZVZ53,LSE,FCA 
PROTEOME SCIENCES PLC,GB0003104196,LSE,FCA 
PROTON MOTOR POWER SYSTEMS PLC,GB00B140Y116,LSE,FCA 
PROVEN GROWTH & INCOME VCT PLC,GB00B5B7YS03,LSE,FCA 
PROVEN VCT PLC,GB00B8GH9P84,LSE,FCA 
PROVEXIS PLC,GB00B0923P27,LSE,FCA 
PROVIDENCE RESOURCES PLC,IE00B66B5T26,LSE,FCA 
PROVIDENT FINANCIAL PLC,GB00B1Z4ST84,LSE,FCA 
PROVIDENT FINANCIAL PLC,GB00BJ1FDX08,LSE,FCA 
PRS REIT (THE) PLC,GB00BF01NH51,LSE,FCA 
PRUDENTIAL PLC,GB0007099541,LSE,FCA 
PUMA ALPHA VCT PLC,GB00BGMG7F10,LSE,FCA 
PUMA VCT 11 PLC,GB00BQVBS545,LSE,FCA 
PUMA VCT 12 PLC,GB00BYSJJR68,LSE,FCA 
PUMA VCT 13 PLC,GB00BD5B1L68,LSE,FCA 
PURE GOLD MINING INC.,CA74624E1007,LSE,FCA 
PURETECH HEALTH PLC,GB00BY2Z0H74,LSE,FCA 
PURPLEBRICKS GROUP PLC,GB00BYV2MV74,LSE,FCA 
PZ CUSSONS PLC,GB00B19Z1432,LSE,FCA 
QINETIQ GROUP PLC,GB00B0WMWD03,LSE,FCA 
QUADRISE FUELS INTERNATIONAL PLC,GB00B11DDB67,LSE,FCA 
QUARTIX HOLDINGS PLC,GB00BLZH2C83,LSE,FCA 
QUARTO GROUP INCORPORATED,US74772E1001,LSE,FCA 
QUARTO GROUP INCORPORATED,USU748092009,LSE,FCA 
